ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),ATMOSPHERIC PRESSURE (hPa),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Altitude-atmospheric pressure ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
1.5711,3.7386,0.1677,1.04,9.43,-2.49,-0.63,-5.75,2.25,-1.5116,0.0447,-0.2109,0.0,-12.87,0.25,-3.25,54.45,-88.23,-17.24,0.0,972.17,33.681,54.97839,-1.613944,306.45,NaN,,3.8,38.709675,48.7,12 / 22,645002,2016-02-09 14:47:36:489
0.5389,7.2114,-0.7999,0.44,9.8,0.11,-1.29,-2.52,-0.98,-1.5201,-0.5017,-0.2269,0.0,-7.06,2.81,-17.19,243.5,-79.99,-140.71,0.0,972.16,34.608,54.978397,-1.613908,309.68,NaN,,5.18,38.709675,48.4,12 / 22,645503,2016-02-09 14:47:36:990
2.4429,1.7436,-0.685,1.92,9.31,-2.42,-1.93,-3.61,1.61,1.877,1.0844,0.7265,0.0,-11.44,3.19,-6.31,17.04,-87.15,-44.17,0.0,972.16,35.109,54.978397,-1.613908,309.68,NaN,,5.18,38.709675,48.4,12 / 22,646003,2016-02-09 14:47:37:490
0.6993,8.4712,-1.734,0.96,9.64,-1.52,-2.97,3.59,4.27,-1.3145,-0.5294,-0.7702,0.0,-5.19,3.56,-16.81,251.08,-71.65,-155.51,0.0,972.14,37.101,54.97841,-1.613874,309.68,NaN,,5.53,38.709675,40.9,12 / 22,646503,2016-02-09 14:47:37:990
3.0105,12.5236,-0.7065,0.37,9.8,0.09,3.39,4.48,1.16,2.4714,-0.1129,0.5017,0.0,-7.06,3.56,-12.12,3.16,-78.59,-10.09,0.0,972.16,34.384,54.97841,-1.613874,309.68,NaN,,5.53,38.709675,40.9,12 / 22,647003,2016-02-09 14:47:38:490
-0.5509,13.6229,4.141,0.68,9.32,-2.98,3.62,0.01,2.46,-0.653,1.4999,0.0309,0.0,-6.31,5.0,-8.69,264.68,-69.01,-149.57,0.0,972.18,32.765,54.978416,-1.613843,309.68,NaN,,3.94,38.709675,36.0,12 / 22,647503,2016-02-09 14:47:38:990
-4.7589,13.5702,1.6717,0.19,9.67,1.63,-4.01,3.62,-2.39,1.5361,-0.2248,-0.2567,0.0,-3.0,8.69,-27.25,18.61,-83.62,7.91,0.0,972.17,31.389,54.978416,-1.613843,309.68,NaN,,3.94,38.709675,36.0,12 / 22,648003,2016-02-09 14:47:39:490
-2.6441,17.2633,-10.1357,0.88,9.57,-1.96,-4.21,7.79,-8.13,0.1907,-0.5198,-0.1747,0.0,-7.06,7.94,-12.56,238.84,-66.14,-163.3,0.0,972.19,32.586,54.978424,-1.613821,316.13,NaN,,2.69,38.709675,28.6,12 / 22,648503,2016-02-09 14:47:39:990
-4.6871,14.3318,0.3449,0.24,9.72,1.29,-2.79,1.6,-2.28,-0.0703,0.326,-0.0852,0.0,-3.0,8.31,-26.06,356.17,-82.31,-10.54,0.0,972.17,33.048,54.978424,-1.613821,316.13,NaN,,2.69,38.709675,28.6,12 / 22,649003,2016-02-09 14:47:40:490
0.5628,10.1142,-4.7709,0.53,9.46,-2.52,-0.53,-3.06,1.03,1.7556,0.6839,0.4517,0.0,-5.94,3.19,-8.31,233.44,-74.77,-168.12,0.0,972.17,31.998,54.978424,-1.613803,312.9,NaN,,1.79,38.709675,17.5,12 / 22,649503,2016-02-09 14:47:40:990
-1.0993,7.9587,-0.4215,-0.35,9.8,0.01,-0.33,-3.48,0.37,-1.2719,-0.5689,-0.2003,0.0,-1.56,4.63,-21.81,93.09,-87.95,88.36,0.0,972.16,33.114,54.978424,-1.613803,312.9,NaN,,1.79,38.709675,17.5,12 / 22,650002,2016-02-09 14:47:41:489
0.8598,6.0067,-1.7579,0.8,9.23,-3.22,-0.61,-3.03,2.46,1.354,0.2578,0.6072,0.0,-6.31,3.19,-4.81,221.86,-83.39,169.79,0.0,972.17,34.532,54.97843,-1.613792,312.9,NaN,,3.56,38.709675,336.3,12 / 22,650502,2016-02-09 14:47:41:989
2.5124,11.9655,2.68,0.58,9.59,-1.97,4.24,-1.4,2.89,-0.848,-1.5542,0.1481,0.0,-5.56,2.81,-9.81,230.41,-77.91,-163.59,0.0,972.17,31.695,54.97843,-1.613792,312.9,NaN,,3.56,38.709675,336.3,12 / 22,651003,2016-02-09 14:47:42:490
2.2441,11.6422,-3.0153,0.71,9.76,-0.69,-0.07,1.21,1.85,-0.3941,-0.7542,-0.0905,0.0,-9.94,1.0,2.56,2.65,-86.87,-104.04,0.0,972.16,32.284,54.97844,-1.613748,312.9,NaN,,0.0,35.48387,,12 / 22,651503,2016-02-09 14:47:42:990
-0.2132,9.501,-3.6045,1.31,9.6,-1.52,-1.11,-0.38,-2.78,0.2216,0.2834,-0.1534,0.0,-7.75,4.63,11.88,0.62,-76.18,-147.74,0.0,972.16,32.811,54.97844,-1.613748,312.9,NaN,,0.0,35.48387,,12 / 22,652003,2016-02-09 14:47:43:490
0.1677,9.7094,-0.4335,0.17,9.8,-0.4,0.39,0.1,-0.01,-0.1513,-0.3931,-0.1193,0.0,-4.87,3.94,6.81,1.85,-80.65,-151.5,0.0,972.16,31.806,54.978436,-1.613727,309.68,NaN,,0.0,32.258064,,13 / 22,652502,2016-02-09 14:47:43:989
0.4263,9.8938,-0.8718,0.13,9.8,-0.32,-0.59,-0.22,0.26,0.0895,0.7137,0.0096,0.0,-1.19,3.19,9.13,15.6,-87.98,-157.89,0.0,972.17,32.946,54.978436,-1.613727,309.68,NaN,,0.0,32.258064,,13 / 22,653002,2016-02-09 14:47:44:489
-0.3353,10.38,0.4742,0.06,9.8,0.2,0.28,0.11,0.53,-0.1747,0.7713,0.1225,0.0,-6.31,3.94,2.56,309.25,-88.77,-180.0,0.0,972.16,36.881,54.978436,-1.613727,309.68,NaN,,0.0,32.258064,,11 / 22,653502,2016-02-09 14:47:44:989
1.4897,9.5897,-0.3616,1.08,9.75,0.02,0.28,-0.38,-0.04,-0.2376,-0.8224,0.212,0.0,-11.06,5.75,4.13,61.92,-86.53,-32.62,0.0,972.14,34.501,54.978436,-1.613727,309.68,NaN,,0.0,32.258064,,11 / 22,654002,2016-02-09 14:47:45:489
1.0562,9.1418,-0.1317,1.35,9.71,-0.12,0.05,-0.15,0.11,-0.0852,-0.7649,0.0128,0.0,-10.31,5.75,5.69,1.58,-80.22,-114.87,0.0,972.13,35.933,54.978436,-1.613727,309.68,NaN,,0.0,32.258064,,12 / 22,654502,2016-02-09 14:47:45:989
0.6395,11.453,-1.4921,1.02,9.73,-0.65,0.0,-0.35,-0.63,-0.1427,0.3973,0.0234,0.0,-6.31,6.5,11.88,38.74,-83.06,-101.69,0.0,972.17,38.414,54.978436,-1.613727,309.68,NaN,,0.0,32.258064,,12 / 22,655003,2016-02-09 14:47:46:490
0.776,9.0843,-0.2778,0.41,9.79,-0.32,-0.66,-0.65,0.41,-0.4059,-0.0405,-0.5071,0.0,-0.81,7.94,7.63,42.89,-86.96,-127.97,0.0,972.17,43.707,54.978428,-1.613726,303.23,NaN,,0.54,35.48387,319.1,12 / 22,655504,2016-02-09 14:47:46:991
-0.0838,10.2986,-0.1988,-0.37,9.8,-0.16,0.41,0.39,-0.02,0.0916,0.2173,0.1587,0.0,5.38,4.63,11.88,37.96,-88.63,-160.02,0.0,972.09,49.582,54.978428,-1.613726,303.23,NaN,,0.54,35.48387,319.1,12 / 22,656003,2016-02-09 14:47:47:490
0.6059,10.095,-0.6203,0.04,9.8,-0.24,0.59,0.22,0.02,0.115,0.7723,0.2226,0.0,0.63,5.0,10.31,7.94,-85.96,-177.51,0.0,972.1,50.226,54.978428,-1.613726,303.23,NaN,,0.54,35.48387,319.1,9 / 22,656502,2016-02-09 14:47:47:989
1.0466,9.8483,0.0455,0.38,9.79,-0.49,-1.04,1.0,0.39,-0.1768,0.3856,-0.0288,0.0,-0.81,1.38,9.94,58.75,-89.13,-109.65,0.0,972.16,40.93,54.978428,-1.613726,303.23,NaN,,0.54,35.48387,319.1,9 / 22,657003,2016-02-09 14:47:48:490
0.7928,10.0423,-0.2275,0.41,9.79,-0.39,-0.62,0.53,0.42,-0.0639,0.1459,-0.0298,0.0,-1.94,3.19,9.13,53.49,-87.64,-113.39,0.0,972.19,38.742,54.978424,-1.613716,296.77,NaN,,0.0,32.258064,,10 / 22,657502,2016-02-09 14:47:48:989
0.0671,10.313,-0.3042,0.34,9.8,-0.34,-0.29,0.47,0.13,0.0043,-0.0682,0.0,0.0,-1.19,4.63,9.5,38.45,-87.19,-135.0,0.0,972.18,46.387,54.978424,-1.613716,296.77,NaN,,0.0,32.258064,,10 / 22,658002,2016-02-09 14:47:49:489
-0.1245,10.4016,-0.3904,0.26,9.79,-0.44,-0.42,0.59,0.12,0.1928,-0.033,0.049,0.0,-1.19,2.81,7.63,44.06,-88.21,-128.37,0.0,972.18,38.574,54.978424,-1.613716,296.77,NaN,,0.0,32.258064,,10 / 23,658503,2016-02-09 14:47:49:990
0.2227,9.9824,-0.1844,0.21,9.8,-0.38,-0.07,0.21,0.31,0.1257,0.0778,0.0415,0.0,0.25,3.56,9.5,27.98,-86.94,-151.48,0.0,972.18,41.874,54.978424,-1.613716,296.77,NaN,,0.0,32.258064,,10 / 23,659003,2016-02-09 14:47:50:490
0.3736,9.925,-0.5604,0.4,9.79,-0.45,-0.12,0.16,0.02,-0.0138,-0.0405,0.0767,0.0,-0.12,3.94,9.94,33.8,-86.59,-145.49,0.0,972.14,41.009,54.978424,-1.613716,296.77,NaN,,0.0,32.258064,,11 / 23,659503,2016-02-09 14:47:50:990
-0.0982,10.174,-0.2826,0.54,9.79,-0.33,-0.75,0.43,0.21,-0.0202,0.4346,-0.0149,0.0,-2.69,3.19,7.63,35.51,-86.15,-123.21,0.0,972.14,36.443,54.978424,-1.613716,296.77,NaN,,0.0,32.258064,,11 / 23,660003,2016-02-09 14:47:51:490
1.1304,10.3393,-0.4191,0.58,9.78,-0.47,0.44,0.62,0.14,0.1193,0.9534,0.0479,0.0,-8.5,4.63,5.69,26.01,-87.65,-108.89,0.0,972.14,35.422,54.978424,-1.613716,296.77,NaN,,0.0,32.258064,,10 / 23,660503,2016-02-09 14:47:51:990
0.5988,8.6891,-3.0225,1.11,9.54,-1.99,-1.24,0.44,-0.81,0.0831,0.1736,-0.0426,0.0,-11.06,6.81,10.69,345.29,-76.57,-150.85,0.0,972.14,34.688,54.978424,-1.613716,296.77,NaN,,0.0,32.258064,,10 / 23,661003,2016-02-09 14:47:52:490
-0.6179,9.6495,1.9567,0.98,9.58,-1.86,-0.12,0.15,-2.11,-1.1388,-0.1992,-0.2855,0.0,-8.87,4.63,6.44,330.62,-75.85,-154.82,0.0,972.13,32.943,54.978416,-1.613685,296.77,NaN,,6.37,32.258064,123.1,9 / 23,661502,2016-02-09 14:47:52:989
-4.1865,13.3498,-0.6491,0.1,9.68,1.54,-3.53,3.12,-1.47,-0.6232,-0.4368,-0.0948,0.0,-4.5,-3.0,-6.31,75.76,-83.65,12.24,0.0,972.16,37.864,54.978416,-1.613685,296.77,170.90182932801224,,6.37,32.258064,123.1,9 / 23,662002,2016-02-09 14:47:53:489
3.9901,8.2005,-4.7852,1.18,8.81,-4.14,-2.51,10.7,-12.18,1.7289,0.7649,-0.327,4.0,-14.0,12.69,17.69,340.95,-63.96,-164.09,0.0,972.17,43.613,54.978405,-1.613652,296.77,170.90182932801224,,6.24,32.258064,111.9,8 / 23,662502,2016-02-09 14:47:53:989
-7.0461,16.346,-0.5772,-0.5,9.68,1.5,0.02,1.2,-3.19,1.4828,0.2738,-0.4144,0.0,-2.69,-2.31,-3.62,67.26,-84.03,28.07,0.0,972.17,40.44,54.978405,-1.613652,296.77,170.90182932801224,,6.24,32.258064,111.9,8 / 23,663004,2016-02-09 14:47:54:491
2.9866,9.3885,2.1555,0.41,8.12,-5.48,-4.28,23.96,3.79,-0.4538,5.5309,-0.7968,4.0,-12.12,12.69,16.88,340.37,-63.69,-167.91,0.0,972.19,34.777,54.9784,-1.613621,293.55,170.90182932801224,,5.58,32.258064,108.2,9 / 23,663503,2016-02-09 14:47:54:990
-3.4895,16.4274,-3.3961,-0.43,9.76,0.89,-6.31,5.7,-2.04,-0.1971,-0.1587,-0.8096,0.0,-7.75,2.13,-3.25,93.86,-84.22,25.79,0.0,972.18,47.067,54.9784,-1.613621,293.55,170.90182932801224,,5.58,32.258064,108.2,9 / 23,664003,2016-02-09 14:47:55:490
-5.5014,28.8432,-6.433,0.83,9.14,-3.45,0.61,0.05,3.34,2.9614,1.9068,-0.2248,4.0,-12.87,6.13,12.25,334.97,-63.14,-159.11,0.0,972.19,36.793,54.978394,-1.613593,296.77,170.90182932801224,,4.6,32.258064,101.7,11 / 23,664503,2016-02-09 14:47:55:990
-0.7472,14.2935,-2.9004,-0.26,9.77,0.78,0.38,-1.14,-1.09,0.1246,0.6456,-0.425,0.0,-4.5,-3.0,-4.0,134.19,-86.64,76.93,0.0,972.19,34.19,54.978394,-1.613593,296.77,170.90182932801224,,4.6,32.258064,101.7,11 / 23,665003,2016-02-09 14:47:56:490
1.2239,3.4943,-0.3545,0.76,8.9,-4.05,-0.59,-6.69,3.71,-0.5997,-0.4996,-0.1896,4.0,-9.94,7.94,15.31,329.21,-76.08,-179.51,0.0,972.17,31.35,54.978394,-1.613567,296.77,170.90182932801224,,5.58,32.258064,98.3,10 / 23,665502,2016-02-09 14:47:56:989
-2.1076,13.4504,-2.4477,0.3,9.8,-0.27,-0.75,-3.04,0.74,0.1619,0.539,-0.9129,0.0,-5.94,-0.81,-3.62,249.92,-68.49,-164.84,0.0,972.19,31.374,54.978394,-1.613567,296.77,170.90182932801224,,5.58,32.258064,98.3,10 / 23,666002,2016-02-09 14:47:57:489
-0.3018,8.9382,5.1421,1.4,8.72,-4.27,0.38,-0.24,1.31,2.2232,1.7289,-0.2621,0.0,-9.62,5.75,14.56,345.13,-62.74,-161.85,0.0,972.19,32.287,54.97839,-1.613537,296.77,170.90182932801224,,6.14,32.258064,97.7,14 / 23,666502,2016-02-09 14:47:57:989
-6.433,13.6109,1.3723,1.03,9.75,-0.16,-0.85,-3.08,0.41,-0.2258,-0.588,0.2855,0.0,-8.5,-0.81,-3.62,324.05,-83.9,-98.83,0.0,972.19,32.104,54.97839,-1.613537,296.77,170.90182932801224,,6.14,32.258064,97.7,14 / 23,667002,2016-02-09 14:47:58:489
-2.7782,24.7238,-8.7538,3.12,7.46,-5.54,0.12,-3.03,2.0,-0.9779,1.4871,-1.5446,0.0,-14.69,15.94,19.19,347.13,-80.74,-152.46,0.0,972.19,34.679,54.978382,-1.613509,303.23,170.90182932801224,,4.36,32.258064,99.7,14 / 23,667502,2016-02-09 14:47:58:989
-3.2788,14.6168,-0.9532,1.19,9.72,0.48,-2.87,-0.4,0.15,0.0117,-1.1207,0.3004,0.0,-9.25,1.0,-2.87,3.51,-82.48,-68.03,0.0,972.21,30.862,54.978382,-1.613509,303.23,170.90182932801224,,4.36,32.258064,99.7,14 / 23,668003,2016-02-09 14:47:59:490
3.674,5.851,-3.8344,2.06,9.05,-3.18,-2.39,5.15,-8.13,0.7201,1.2496,-0.5838,0.0,-12.87,8.31,10.31,345.15,-59.94,-144.11,0.0,972.23,32.247,54.97838,-1.613484,306.45,170.90182932801224,,3.69,32.258064,92.5,15 / 23,668503,2016-02-09 14:47:59:990
0.8718,12.1643,-3.0584,1.17,9.62,-1.48,-0.59,-0.26,-1.02,-2.2062,-2.6333,-0.5795,0.0,-8.5,2.81,-0.12,293.17,-70.58,-162.51,0.0,972.25,46.334,54.97838,-1.613484,306.45,170.90182932801224,,3.69,32.258064,92.5,15 / 23,669003,2016-02-09 14:48:00:490
2.189,0.5748,0.6179,2.25,8.66,-4.02,-1.17,-8.36,5.44,3.5271,2.106,-0.5507,0.0,-11.06,3.94,7.19,348.83,-85.84,-150.55,0.0,972.25,56.636,54.97838,-1.613465,306.45,170.90182932801224,,3.32,12.903226,83.6,15 / 23,669503,2016-02-09 14:48:00:990
-0.2467,7.6425,0.3066,0.61,9.79,-0.07,-1.19,-3.72,-0.47,-1.7257,-1.1707,-0.1097,0.0,-4.12,-2.31,-5.56,330.34,-74.14,-144.11,0.0,972.29,53.304,54.97838,-1.613465,306.45,170.90182932801224,,3.32,12.903226,83.6,15 / 23,670003,2016-02-09 14:48:01:490
-1.2885,4.6487,-0.5077,1.71,9.05,-3.38,-4.23,-4.02,2.19,-0.5103,0.4549,-0.1992,4.0,-12.87,5.75,11.44,331.64,-83.58,-167.36,0.0,972.26,55.674,54.978382,-1.613449,306.45,170.90182932801224,,3.83,12.903226,73.6,15 / 23,670502,2016-02-09 14:48:01:989
0.7688,5.5972,-0.6419,0.07,9.76,-0.99,0.15,-4.21,2.83,-2.171,-0.9385,-0.5262,0.0,-4.87,-0.44,-0.12,327.91,-54.98,-167.37,0.0,972.29,52.622,54.978382,-1.613449,306.45,170.90182932801224,,3.83,12.903226,73.6,15 / 23,671002,2016-02-09 14:48:02:489
-1.8849,3.6835,-1.7579,1.95,8.65,-4.2,-0.78,-7.96,5.94,-0.0352,-0.3292,-0.0213,0.0,-12.12,5.0,13.0,112.09,-89.11,-23.2,0.0,972.27,54.365,54.97839,-1.613426,306.45,170.90182932801224,,5.31,12.903226,87.6,15 / 23,671502,2016-02-09 14:48:02:989
0.3473,9.5465,-2.8597,2.56,9.16,-2.4,-2.99,6.01,7.01,-2.6195,-0.6232,-0.229,0.0,-9.94,2.44,8.38,346.84,-62.21,-141.3,0.0,972.26,56.305,54.97839,-1.613426,306.45,170.90182932801224,,5.31,12.903226,87.6,15 / 23,672002,2016-02-09 14:48:03:489
-1.0466,3.8632,-1.6885,1.5,9.46,-2.09,-3.37,-3.19,1.34,2.4182,0.7105,0.7989,0.0,-8.12,2.13,9.13,32.32,-80.3,-60.64,0.0,972.25,42.462,54.97839,-1.613398,303.23,170.90182932801224,,5.89,12.903226,92.5,15 / 23,672504,2016-02-09 14:48:03:991
0.6251,5.5517,-1.4705,1.27,9.43,-2.39,-1.84,-3.29,1.54,-1.7726,0.179,-0.7212,0.0,-7.06,0.63,1.38,306.86,-73.99,-152.01,0.0,972.27,45.696,54.97839,-1.613398,303.23,170.90182932801224,,5.89,12.903226,92.5,15 / 23,673003,2016-02-09 14:48:04:490
0.1485,3.2429,-0.3305,1.84,8.52,-4.49,-2.9,-4.02,4.58,1.4061,0.6924,0.4687,0.0,-11.44,5.0,11.88,331.33,-79.58,-167.3,0.0,972.25,50.685,54.97839,-1.613371,300.0,170.90182932801224,,5.7,12.903226,96.9,15 / 23,673502,2016-02-09 14:48:04:989
-0.3042,6.6031,-0.5149,2.43,8.72,-3.77,-3.71,6.33,6.98,-1.8216,-1.0045,-0.6786,0.0,-8.12,1.75,6.06,339.43,-62.78,-147.2,0.0,972.26,44.47,54.97839,-1.613371,300.0,170.90182932801224,,5.7,12.903226,96.9,15 / 23,674003,2016-02-09 14:48:05:490
-0.2491,3.274,-1.7747,1.04,9.45,-2.4,0.4,0.82,2.42,1.1931,0.4677,0.4708,0.0,-5.19,-0.12,6.44,11.86,-83.87,-128.4,0.0,972.26,41.03,54.97839,-1.613348,303.23,170.90182932801224,,4.84,12.903226,96.4,15 / 23,674502,2016-02-09 14:48:05:989
-0.0934,14.1258,-0.9317,1.15,9.45,-2.36,-1.03,4.77,6.6,-2.3074,-0.8384,-0.0597,0.0,-6.69,0.63,4.5,345.92,-59.83,-162.04,0.0,972.25,35.128,54.97839,-1.613348,303.23,170.90182932801224,,4.84,12.903226,96.4,15 / 23,675002,2016-02-09 14:48:06:489
0.2778,9.4627,-1.9016,0.93,9.38,-2.69,-2.23,-2.91,1.01,2.204,0.4389,1.1036,0.0,-8.87,5.75,12.25,168.37,-88.77,25.35,0.0,972.27,49.563,54.97839,-1.613331,303.23,170.90182932801224,,2.67,12.903226,98.4,15 / 23,675503,2016-02-09 14:48:06:990
0.6802,8.0353,-0.7137,0.03,8.55,-4.81,3.77,6.85,6.07,-1.8386,-1.1398,-1.0908,0.0,-9.62,3.19,8.0,310.5,-60.64,-179.64,0.0,972.32,58.497,54.97839,-1.613331,303.23,170.90182932801224,,2.67,12.903226,98.4,15 / 23,676003,2016-02-09 14:48:07:490
-1.7795,5.3529,-1.267,-1.16,9.7,-0.83,6.05,5.42,3.99,2.5684,0.7425,1.1462,0.0,-5.56,0.25,5.69,193.18,-81.35,58.04,0.0,972.29,56.544,54.97839,-1.613317,300.0,170.90182932801224,,2.91,16.129032,98.7,15 / 23,676502,2016-02-09 14:48:07:989
-0.0551,10.8973,-0.5077,1.74,8.23,-5.05,0.34,7.13,6.86,-1.7247,0.7382,0.5752,0.0,-9.25,10.88,18.44,345.28,-53.01,-170.14,0.0,972.35,58.601,54.97839,-1.613317,300.0,170.90182932801224,,2.91,16.129032,98.7,15 / 23,677003,2016-02-09 14:48:08:490
2.977,11.156,3.856,-0.03,9.52,-2.34,2.75,5.45,6.01,1.8099,0.9619,0.62,0.0,-4.5,2.13,10.31,281.54,-86.36,108.73,0.0,972.32,48.306,54.97839,-1.613299,300.0,170.90182932801224,,4.08,12.903226,102.5,15 / 23,677503,2016-02-09 14:48:08:990
0.6634,13.8169,3.444,2.35,5.83,-7.53,0.27,3.73,2.07,-1.5649,-1.6245,-0.1374,0.0,-10.31,7.56,18.44,347.2,-36.47,-162.67,0.0,972.32,54.05,54.97839,-1.613299,300.0,170.90182932801224,,4.08,12.903226,102.5,15 / 23,678003,2016-02-09 14:48:09:490
-7.1228,15.7377,1.1352,-0.04,9.75,-1.07,-6.83,6.02,2.93,0.8266,0.555,-0.1907,0.0,-3.37,-4.12,-2.44,229.07,-83.73,177.86,0.0,972.3,52.044,54.978382,-1.613276,309.68,170.90182932801224,,4.58,16.129032,103.5,15 / 23,678504,2016-02-09 14:48:09:991
6.7683,12.4373,-1.0897,1.9,8.59,-4.34,-11.76,7.81,-11.68,3.1276,2.9316,-0.131,0.0,-8.12,8.69,21.94,3.45,-61.12,-156.36,0.0,972.31,51.666,54.978382,-1.613276,309.68,170.90182932801224,,4.58,16.129032,103.5,15 / 23,679003,2016-02-09 14:48:10:490
0.7784,12.9475,6.2199,1.37,9.71,0.23,-9.0,5.86,1.82,0.2173,0.2439,-0.457,0.0,-0.81,-4.5,-2.06,289.04,-82.36,-110.66,0.0,972.31,43.905,54.97838,-1.613249,306.45,170.90182932801224,,6.02,16.129032,108.8,15 / 23,679503,2016-02-09 14:48:10:990
0.3281,7.1276,-2.2777,2.22,8.39,-4.57,-9.1,4.56,-13.33,2.5758,3.4152,0.1832,0.0,-6.69,3.94,16.13,14.62,-66.4,-146.63,0.0,972.29,57.72,54.97838,-1.613249,306.45,170.90182932801224,,6.02,16.129032,108.8,15 / 23,680003,2016-02-09 14:48:11:490
-5.7241,15.7784,-0.1006,0.5,9.79,-0.41,-1.48,-3.92,3.84,-0.0543,-0.1374,-0.5923,0.0,0.63,-2.31,-1.31,18.16,-73.69,-144.46,0.0,972.29,48.271,54.97837,-1.613219,300.0,170.90182932801224,,5.41,12.903226,111.6,14 / 23,680503,2016-02-09 14:48:11:990
4.2296,3.7386,-2.8381,2.5,8.57,-4.06,-0.67,-5.41,7.15,-0.7638,1.4669,-0.3089,0.0,-4.87,2.44,14.19,12.7,-60.91,-148.38,0.0,972.27,54.458,54.97837,-1.613219,300.0,170.90182932801224,,5.41,12.903226,111.6,14 / 23,681003,2016-02-09 14:48:12:490
0.2874,6.2079,-0.2587,1.24,9.71,0.62,-1.88,-4.3,3.36,0.0639,-0.8511,0.4985,0.0,3.94,-3.0,-0.5,204.28,-81.87,-63.43,0.0,972.34,59.022,54.978367,-1.613202,303.23,170.90182932801224,,3.24,16.129032,117.0,13 / 23,681502,2016-02-09 14:48:12:989
1.552,1.5855,0.6107,3.59,8.51,-3.31,-1.94,-5.7,5.72,-1.7779,-0.1023,-0.849,0.0,-5.94,6.81,20.38,41.13,-73.63,-119.72,0.0,972.32,58.374,54.978367,-1.613202,303.23,170.90182932801224,,3.24,16.129032,117.0,13 / 23,682002,2016-02-09 14:48:13:489
-0.4622,5.0894,-2.1675,1.56,9.68,0.23,-2.91,-3.85,0.97,-1.6149,-0.8234,-0.7499,0.0,3.56,-3.75,10.31,102.37,-77.01,-103.91,0.0,972.31,61.906,54.97836,-1.613186,300.0,170.90182932801224,,4.07,19.35484,125.6,13 / 23,682503,2016-02-09 14:48:13:990
-1.8226,5.6618,-1.7029,2.2,9.54,-0.59,-1.14,0.42,3.28,-0.4186,-0.3206,-0.1619,0.0,-2.31,5.38,21.13,168.17,-78.24,-35.84,0.0,972.29,45.653,54.97836,-1.613186,300.0,168.4189346391989,,4.07,19.35484,125.6,13 / 23,683003,2016-02-09 14:48:14:490
-1.437,10.5237,-2.522,2.72,9.39,0.72,-5.03,2.99,0.79,-1.8461,0.7936,-0.9896,0.0,2.06,2.13,13.44,68.13,-71.1,-118.98,0.0,972.35,57.682,54.97835,-1.613176,303.23,168.4189346391989,,3.14,16.129032,129.7,12 / 23,683503,2016-02-09 14:48:14:990
4.8643,13.5079,-0.4958,2.43,9.45,0.98,-0.72,0.04,1.28,2.5375,1.9952,0.9321,0.0,1.75,-0.12,15.75,155.97,-67.05,-29.45,0.0,972.34,44.155,54.97835,-1.613176,303.23,168.4189346391989,,3.14,16.129032,129.7,12 / 23,684004,2016-02-09 14:48:15:491
2.0549,11.1847,-0.3185,2.06,8.9,-3.57,-0.58,5.74,8.8,-2.4203,0.5294,-0.1385,0.0,1.38,5.0,21.56,32.06,-65.15,-150.01,0.0,972.36,49.765,54.978344,-1.613164,309.68,168.4189346391989,,2.14,16.129032,131.3,12 / 22,684503,2016-02-09 14:48:15:990
-4.0308,16.8969,0.5125,1.53,9.5,1.87,-7.5,6.22,-0.29,1.1132,0.0511,-0.2322,0.0,7.94,-5.94,0.63,217.91,-75.73,-39.29,0.0,972.32,39.346,54.978344,-1.613164,309.68,168.4189346391989,,2.14,16.129032,131.3,12 / 22,685003,2016-02-09 14:48:16:490
4.8044,15.6179,0.8598,2.42,9.15,-2.58,3.97,3.26,8.46,-1.3231,-0.6274,0.229,0.0,-1.94,11.25,26.56,31.44,-69.11,-141.62,0.0,972.35,54.927,54.97834,-1.613149,309.68,168.4189346391989,,3.34,16.129032,127.5,11 / 22,685508,2016-02-09 14:48:16:995
0.8191,10.9524,4.5793,1.77,9.43,2.04,-7.42,3.51,-0.64,1.4264,0.7979,-0.4431,0.0,10.13,-3.0,5.69,231.96,-76.99,-29.0,0.0,972.34,37.043,54.97834,-1.613149,309.68,168.4189346391989,,3.34,16.129032,127.5,11 / 22,686003,2016-02-09 14:48:17:490
2.6872,4.7805,-5.9181,2.43,9.44,-1.06,-4.75,6.61,-13.64,2.8187,-0.9151,0.1609,4.0,-4.12,9.75,25.0,48.12,-69.95,-126.29,0.0,972.34,47.238,54.97834,-1.613149,309.68,168.4189346391989,,3.34,16.129032,127.5,13 / 21,686502,2016-02-09 14:48:17:989
