ACCELEROMETER X (m/sì),ACCELEROMETER Y (m/sì),ACCELEROMETER Z (m/sì),GRAVITY X (m/sì),GRAVITY Y (m/sì),GRAVITY Z (m/sì),LINEAR ACCELERATION X (m/sì),LINEAR ACCELERATION Y (m/sì),LINEAR ACCELERATION Z (m/sì),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (?T),MAGNETIC FIELD Y (?T),MAGNETIC FIELD Z (?T),ORIENTATION Z (azimuth ›),ORIENTATION X (pitch ›),ORIENTATION Y (roll ›),PROXIMITY (i),ATMOSPHERIC PRESSURE (hPa),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Altitude-atmospheric pressure ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (›),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
6.9719,7.5659,-0.0216,6.13,7.63,0.56,0.86,-0.04,-0.93,-0.0202,-0.0245,-0.0021,0,-8.19,1.5,15.94,68.98,-51.24,-85.05,0,1015.42,35.951,54.970467,-1.619186,322.58,NaN,,0,35.48387,,Dec-22,528165,2016-02-03 15:37:30:846
6.6701,7.9898,-0.1581,6.22,7.57,0.44,0.38,-0.06,-0.84,-0.2226,-0.3569,0.0138,0,-8.19,-0.31,14,69.62,-50.52,-85.95,0,1015.42,36.589,54.970467,-1.619186,322.58,NaN,,0,35.48387,,Dec-22,528664,2016-02-03 15:37:31:345
5.1253,8.9837,0.752,6.2,7.57,0.69,-1.22,1.56,-0.44,0.6637,0.8852,0.2162,0,-9.25,-1.75,12.06,70.38,-50.51,-83.65,0,1015.42,34.493,54.970463,-1.619194,322.58,NaN,,0,32.258064,,Dec-22,529165,2016-02-03 15:37:31:846
3.9901,9.2639,-6.2007,6.43,6.66,-3.24,-1.05,0.05,-1.29,-0.3494,1.1068,-0.1886,0,-12.19,6.25,27.38,53.09,-46.13,-108.89,0,1015.41,36.208,54.970463,-1.619194,322.58,NaN,,0,32.258064,,Dec-22,529664,2016-02-03 15:37:32:345
3.5087,5.0367,-0.7928,6.36,7.46,-0.22,-1.98,-2.29,1.85,-1.1462,0.4943,0.1406,0,-14,0.06,17.44,56.1,-49.53,-91.98,0,1015.42,35.73,54.970463,-1.619194,322.58,NaN,,0,32.258064,,Dec-22,530165,2016-02-03 15:37:32:846
2.4046,4.2176,-1.8657,5.87,7.18,-3.2,-1.28,-2.33,-3.99,0.6679,-0.6083,0.0469,0,-11.44,6.63,35.81,83.69,-48.89,-71.65,0,1015.39,35.081,54.970463,-1.619194,322.58,NaN,,0,32.258064,,Dec-22,530665,2016-02-03 15:37:33:346
3.9063,1.9352,0.7736,6.31,7.5,-0.2,-1.84,0.47,-4.01,-1.616,0.6349,-0.2248,0,-13.25,1.5,31.56,49.1,-44.86,-121.47,0,1015.43,40.357,54.970463,-1.619194,322.58,NaN,,0,32.258064,,Dec-22,531165,2016-02-03 15:37:33:846
1.9016,3.0465,-4.6679,5.92,7.73,1.16,-1.99,-2.49,-4.95,1.7939,-2.6514,0.93,0,-12.94,0.44,25.44,77.7,-47.43,-77.72,0,1015.41,40.405,54.970463,-1.619194,322.58,NaN,,0,32.258064,,Dec-22,531665,2016-02-03 15:37:34:346
5.5109,9.0244,-7.7311,5.98,7.29,-2.7,2.98,0.57,4.74,-2.4735,0.9673,-0.0202,0,-5.25,7,32.75,57.05,-48.01,-114.3,0,1015.46,34.776,54.970448,-1.619203,316.13,NaN,,4.34,35.48387,239.3,Dec-22,532164,2016-02-03 15:37:34:845
5.4942,6.9216,-4.232,6.02,7.44,2.12,9.32,-2.58,1.69,1.2762,-1.388,0.2205,0,-4.87,3.31,20.5,89.36,-49.38,-70.6,0,1015.43,43.399,54.970448,-1.619203,316.13,NaN,,4.34,35.48387,239.3,Dec-22,532664,2016-02-03 15:37:35:345
10.7584,7.2952,-1.0131,6.26,6.54,-3.76,5.68,0.36,-2.71,-0.979,1.0056,0.5987,0,-10.75,6.25,20.5,34.47,-41.85,-120.99,0,1015.47,41.98,54.970436,-1.619207,312.9,NaN,,4.32,35.48387,204.1,Dec-22,533165,2016-02-03 15:37:35:846
8.1886,9.7142,3.5183,6.5,7.04,2.08,1.75,7.12,1.57,1.045,0.4581,-0.4123,0,-16.94,-2.12,-0.12,27.67,-43.33,-72.63,0,1015.45,40.64,54.970436,-1.619207,312.9,NaN,,4.32,35.48387,204.1,Dec-22,533666,2016-02-03 15:37:36:347
16.6454,9.5082,-0.1509,6.85,6.79,-1.77,-0.16,2,1.04,-0.4048,-1.3614,-0.0565,0,-20.94,-11.25,27.38,62.62,-43.82,-104.49,0,1015.47,36.974,54.97042,-1.619208,312.9,NaN,,5.53,35.48387,188.3,Dec-22,534164,2016-02-03 15:37:36:845
8.7945,14.2623,1.9639,6.49,7.25,1.23,2.47,7.33,-0.09,0.2131,-0.016,-0.18,0,-20.94,-19.25,-0.94,336.12,-49.17,-91.43,0,1015.48,38.195,54.97042,-1.619208,312.9,NaN,,5.53,35.48387,188.3,Dec-22,534665,2016-02-03 15:37:37:346
11.362,14.612,-5.7145,6.23,6.9,-3.14,-0.56,-0.98,-0.87,0.1129,0.7372,-0.2194,0,-16.56,-18.19,23.94,68.34,-44.68,-116.75,0,1015.48,34.588,54.970413,-1.619212,316.13,NaN,,1.74,32.258064,202.8,Dec-22,535165,2016-02-03 15:37:37:846
7.3719,14.3653,-1.1688,5.54,8.06,0.68,-1.5,0.81,-2.14,-0.2567,0.375,-0.1182,0,-15.81,-18.19,0.63,47.37,-55.3,-83,0,1015.47,37.619,54.970413,-1.619212,316.13,NaN,,1.74,32.258064,202.8,Dec-22,535665,2016-02-03 15:37:38:346
10.4135,10.8399,-11.3763,6.12,6.84,-3.46,-5.02,-5.17,-0.25,0.0256,0.7744,0.163,0,-15.12,-9.06,28.13,76.93,-55.33,-88.46,0,1015.48,40.33,54.970413,-1.619212,316.13,NaN,,1.74,32.258064,202.8,Dec-22,536165,2016-02-03 15:37:38:846
6.5192,11.1512,0.2227,6.02,7.6,1.48,-0.8,-1.71,-3.14,-1.208,1.3156,0.0543,0,-12.94,-13.81,10.56,77.02,-49.34,-99.64,0,1015.48,48.211,54.970413,-1.619212,316.13,NaN,,1.74,32.258064,202.8,Dec-22,536664,2016-02-03 15:37:39:345
6.1672,5.4056,-2.8788,5.88,7.81,-0.76,-4.01,-3.31,-3.87,0.8192,-0.2429,0.1033,0,-9.25,-4.69,29.69,96.03,-50.83,-72.62,0,1015.48,39.882,54.9704,-1.619214,322.58,NaN,,0,16.129032,,Dec-22,537164,2016-02-03 15:37:39:845
4.8763,3.5183,2.2801,6.2,7.58,-0.51,-1.48,-0.67,-2.04,-1.6373,0.4112,-0.2834,0,-9.62,-10.12,17.06,81.4,-50.62,-94.7,0,1015.5,54.42,54.9704,-1.619214,322.58,NaN,,0,16.129032,,Dec-22,537665,2016-02-03 15:37:40:346
3.2836,2.328,0.8766,6.02,7.73,0.42,-2.66,-0.4,-4.3,1.0844,-2.4235,0.7127,0,-9.25,-3.25,29.25,100.08,-49.17,-68.88,0,1015.45,51.877,54.9704,-1.619214,322.58,NaN,,0,16.129032,,Dec-22,538165,2016-02-03 15:37:40:846
4.8619,2.0837,1.0778,6.21,7.31,-2.04,-0.28,-0.19,-5.84,-2.2829,-0.6253,-0.131,0,-12.19,1.5,27,58.3,-46.8,-112.32,0,1015.45,50.352,54.9704,-1.619214,322.58,NaN,,0,16.129032,,Dec-22,538665,2016-02-03 15:37:41:346
4.7661,8.567,-3.2836,5.87,7.78,1.12,4.97,-2.71,-1.69,3.7284,-1.3838,0.2045,0,-11.44,0.81,19.31,81.11,-47.58,-69.57,0,1015.43,37.575,54.970394,-1.619223,319.35,NaN,,0,16.129032,,Dec-22,539165,2016-02-03 15:37:41:846
11.0363,4.2152,-1.9639,6.04,7.33,-2.43,3.96,2.38,-1.76,0.0064,0.0426,-0.0085,0,-8.19,13.56,32.38,51.87,-49.27,-107.27,0,1015.47,32.251,54.970394,-1.619223,319.35,NaN,,0,16.129032,,Dec-22,539665,2016-02-03 15:37:42:346
9.6064,13.005,4.2919,6.46,6.99,2.36,2.19,8.02,-0.71,0.4304,0.4623,-0.1119,0,-14.75,7,14,55.61,-48.31,-72.59,0,1015.45,38.285,54.970394,-1.619223,319.35,NaN,,0,16.129032,,Dec-22,540165,2016-02-03 15:37:42:846
4.9098,10.5884,-4.881,5.91,7.1,-3.29,-1.83,3.32,-6.94,1.8269,-2.6291,0.0543,0,-10.75,8.44,25.44,41.07,-45.56,-115.63,0,1015.46,38.248,54.970394,-1.619223,319.35,NaN,,0,16.129032,,Dec-22,540665,2016-02-03 15:37:43:346
6.3085,13.4025,0.0982,6.22,7.48,1.23,0.32,5.24,-2.65,0.0011,0.9268,-0.2194,0,-15.12,1.13,9,39.84,-51.74,-86.32,0,1015.46,36.504,54.97039,-1.619236,319.35,NaN,,0,16.129032,,Dec-22,541165,2016-02-03 15:37:43:846
2.2681,3.3147,1.4202,6.12,6.93,-3.27,-4.44,-3.23,3.64,-0.1204,1.175,-0.3292,0,-12.94,5.19,23.56,59.22,-53.36,-91.86,0,1015.47,37.548,54.97039,-1.619236,319.35,NaN,,0,16.129032,,Dec-22,541664,2016-02-03 15:37:44:345
4.1027,7.0797,-0.3736,5.88,7.81,0.83,-1.76,0.46,-2.74,-0.7968,0.3601,0.2972,0,-13.25,-1.75,8.63,35.91,-49.78,-98.72,0,1015.46,37.756,54.970375,-1.619251,312.9,NaN,,4.63,16.129032,249,Dec-22,542164,2016-02-03 15:37:44:845
2.7591,1.9328,-2.6824,5.57,8.07,0.1,-3.12,-0.11,-0.43,1.9398,-0.93,0.3782,0,-11.44,-1.37,16.69,64.42,-55.38,-88.97,0,1015.45,39.086,54.970375,-1.619251,312.9,NaN,,4.63,16.129032,249,Dec-22,542664,2016-02-03 15:37:45:345
4.8906,5.4966,-1.9495,5.76,7.58,-2.37,-1.45,-1.55,1.65,-1.2847,-0.0426,0.3601,0,-11.81,0.81,19.69,19.57,-44.87,-134.36,0,1015.45,41.242,54.970364,-1.619271,309.68,NaN,,4.04,19.35484,231.9,Dec-22,543164,2016-02-03 15:37:45:845
2.7591,2.3783,-1.6693,5.94,7.78,-0.62,-2.13,-0.72,-0.79,1.371,-2.4363,0.2141,0,-10.75,-0.69,18.56,61.52,-52.49,-95.96,0,1015.45,41.613,54.970364,-1.619271,309.68,NaN,,4.04,19.35484,231.9,Dec-22,543664,2016-02-03 15:37:46:345
6.4139,7.9179,3.3482,4.96,7.5,-3.91,11.19,-1.51,-0.18,-1.2677,1.5446,-0.2887,0,-9.62,0.06,20.88,55.43,-49.65,-115.68,0,1015.45,41.047,54.97035,-1.619284,309.68,NaN,,4.26,19.35484,215.2,Dec-22,544165,2016-02-03 15:37:46:846
11.053,3.4919,-2.6992,5.78,7.73,1.73,2.53,4.8,1.98,1.5851,-1.7683,-0.0064,0,-9.25,-3.94,9.75,52.55,-53.07,-77.36,0,1015.45,40.288,54.97035,-1.619284,309.68,NaN,,4.26,19.35484,215.2,Dec-22,544664,2016-02-03 15:37:47:345
9.7621,9.2352,-2.2058,5.8,7.13,-3.42,4.5,1.11,-0.41,-0.2226,1.3742,0.0927,0,-6.69,1.88,30.06,55.67,-49.34,-116.48,0,1015.48,39.85,54.97033,-1.619296,306.45,NaN,,4.43,22.580645,207,Dec-22,545164,2016-02-03 15:37:47:845
8.7969,14.6695,2.383,6.11,7.28,2.44,3.46,6.25,1.48,0.5124,-0.897,-0.587,0,-13.25,-3.94,7.5,66.67,-49.86,-72.14,0,1015.45,40.917,54.97033,-1.619296,306.45,NaN,,4.43,22.580645,207,Dec-22,545664,2016-02-03 15:37:48:345
3.056,10.1118,-7.9299,5.78,7.09,-3.53,0.96,4.29,-1.6,-0.3728,-0.424,-0.2887,0,-6.69,0.06,29.69,58.43,-48.94,-111.02,0,1015.47,38.284,54.9703,-1.619285,306.45,NaN,,6.45,25.806452,179.5,Dec-22,546165,2016-02-03 15:37:48:846
6.2271,10.9165,-0.364,6.07,7.55,1.51,-2.11,0.34,-2.17,0.0969,0.5997,-0.016,0,-12.94,-2.87,5.94,56.62,-50.37,-94.86,0,1015.45,37.339,54.9703,-1.619285,306.45,NaN,,6.45,25.806452,179.5,Dec-22,546665,2016-02-03 15:37:49:346
12.3344,15.4718,-2.6776,6.09,7,-3.17,-2.37,-4.11,-1.63,-0.327,0.8469,-0.6764,0,-11.81,1.5,24.69,56.4,-51.81,-102.09,0,1015.43,39.277,54.97027,-1.619261,319.35,NaN,,5.73,25.806452,164.7,Dec-22,547165,2016-02-03 15:37:49:846
3.8871,7.6521,2.0525,6.01,7.74,0.35,-2.24,-1,-2.48,-1.5926,0.4794,-0.0501,0,-13.25,-2.12,13.63,42.96,-49.19,-104.93,0,1015.43,38.643,54.97027,-1.619261,319.35,NaN,,5.73,25.806452,164.7,Dec-22,547665,2016-02-03 15:37:50:346
7.415,7.5707,-3.4416,5.89,7.83,0.51,6.96,-4.59,0.53,3.0712,-1.9803,0.6573,0,-11.81,1.88,23.94,69.97,-52.95,-85.05,0,1015.42,37.768,54.970238,-1.619236,316.13,NaN,,6.25,32.258064,155.7,Dec-22,548165,2016-02-03 15:37:50:846
5.5684,2.0214,2.6896,6.76,7.02,-1.06,-1.48,-4.55,2.68,-0.9555,0.9907,-0.3334,0,-15.12,1.13,21.25,40.29,-41.75,-125.71,0,1015.45,38.865,54.970238,-1.619236,316.13,NaN,,6.25,32.258064,155.7,Dec-22,548665,2016-02-03 15:37:51:346
4.2248,5.8462,-2.8573,6.27,7.49,0.82,8.85,-2.19,3.09,2.0229,-2.4086,0.636,0,-12.56,-1.75,27.75,78.89,-49.83,-82.55,0,1015.43,38.644,54.970207,-1.619218,312.9,NaN,,3.65,22.580645,164.9,Dec-22,549165,2016-02-03 15:37:51:846
6.1025,8.1934,-0.6898,5.82,6.65,-4.24,3.51,1.71,1,-2.1348,0.865,0.0192,0,-15.12,-5.06,22.38,33.85,-42.72,-126.07,0,1015.43,39.419,54.970207,-1.619218,312.9,NaN,,3.65,22.580645,164.9,Dec-22,549665,2016-02-03 15:37:52:346
6.639,7.0917,-4.1266,6.09,7.66,0.56,7.98,-0.64,3.71,2.7494,-1.0972,0.3079,0,-13.62,-7.94,12.06,79.82,-48.35,-76.16,0,1015.45,37.498,54.97019,-1.619209,312.9,NaN,,3.13,22.580645,176.1,Dec-22,550165,2016-02-03 15:37:52:846
8.3466,5.3337,-1.2909,5.67,6.8,-4.21,2.96,0.77,2.04,-1.486,1.1547,-0.1395,0,-11.81,-2.12,26.56,50.05,-45.9,-117.88,0,1015.46,39.651,54.97019,-1.619209,312.9,NaN,,3.13,22.580645,176.1,Dec-22,550664,2016-02-03 15:37:53:345
7.6473,11.2015,3.2644,6.62,7.14,1.17,-0.57,6.16,-2.27,1.0738,-0.6019,-0.5593,0,-16.56,-5.75,5.19,46.65,-46.72,-79.98,0,1015.46,41.036,54.97017,-1.619207,309.68,NaN,,4.49,22.580645,198.9,Dec-22,551165,2016-02-03 15:37:53:846
8.3586,12.0326,-4.6104,6.61,6.81,-2.46,-1.1,4.57,-0.6,0.4975,-1.1622,-0.2109,0,-15.12,4.06,32.69,41.63,-41.04,-121.63,0,1015.48,41.693,54.97017,-1.619207,309.68,NaN,,4.49,22.580645,198.9,Dec-22,551664,2016-02-03 15:37:54:345
6.9384,13.4959,-1.4155,6.72,7.09,0.87,0.51,6.64,-2.48,-0.0447,0.9726,0.1545,0,-16.94,-7.25,9.75,46.65,-49.18,-93.04,0,1015.47,41.188,54.970146,-1.619213,306.45,NaN,,4.17,22.580645,197.7,Dec-22,552165,2016-02-03 15:37:54:846
11.8482,11.0339,-6.6558,6.32,6.76,-3.25,-3.04,-2.77,0.66,0.2834,-0.8799,0.1875,0,-15.81,-4.69,28.5,47.3,-41.27,-121.3,0,1015.47,42.916,54.970146,-1.619213,306.45,NaN,,4.17,22.580645,197.7,Dec-22,552665,2016-02-03 15:37:55:346
6.4522,7.4222,1.9208,6.85,6.98,-0.66,-3.28,-0.26,-3.12,-1.2219,0.7755,0.3973,0,-18.37,-7.94,13.19,54.39,-45.41,-95.5,0,1015.48,44.312,54.97013,-1.619225,303.23,NaN,,3.82,19.35484,196.5,Dec-22,553165,2016-02-03 15:37:55:846
2.4908,3.5135,0.4,6.62,6.77,-2.57,-4.42,-3.23,4.5,0.6892,0.5145,0.0043,0,-14.75,-1.37,36.5,84.39,-47.78,-80.65,0,1015.46,44.296,54.97013,-1.619225,303.23,NaN,,3.82,19.35484,196.5,Dec-22,553665,2016-02-03 15:37:56:346
4.3015,3.1207,0.9891,6.69,6.93,-1.81,-1.77,-1.64,1.25,-2.2711,0.2855,-0.5454,0,-18,-5.75,25.81,39.38,-38.07,-127.95,0,1015.5,39.754,54.97012,-1.619239,300,NaN,,4.21,19.35484,190.1,Dec-22,554165,2016-02-03 15:37:56:846
1.849,3.3626,-2.1411,6.64,7.14,1.06,2.77,2.49,3.95,1.1622,0.0682,-0.114,0,-12.94,-1.75,35.31,76.17,-46.72,-80.93,0,1015.47,40.63,54.97012,-1.619239,300,NaN,,4.21,19.35484,190.1,Dec-22,554665,2016-02-03 15:37:57:346
5.1253,6.2917,-2.9099,6.81,6.2,-3.37,0.7,0.29,8.64,-0.9033,0.7691,-0.2546,0,-18.37,-2.87,27.31,46.08,-40.23,-122.95,0,1015.5,42.095,54.9701,-1.619255,303.23,NaN,,5.47,19.35484,194.6,Dec-22,555165,2016-02-03 15:37:57:846
6.1768,7.209,-5.6834,6.61,7.24,0.19,7.38,-3.25,3.74,1.3241,-0.3803,-0.2109,0,-17.31,-7.94,20.06,61.16,-45.55,-84.07,0,1015.47,40.094,54.9701,-1.619255,303.23,NaN,,5.47,19.35484,194.6,Dec-22,555665,2016-02-03 15:37:58:346
8.2652,7.8054,1.1999,6.71,5.58,-4.48,2.21,2.64,3.66,-0.7244,1.2304,0.4261,0,-12.56,2.63,39.56,47.92,-36.9,-122.19,0,1015.48,37.67,54.970085,-1.619276,300,NaN,,5.45,19.35484,201,Dec-22,556164,2016-02-03 15:37:58:845
9.0747,5.8798,4.9074,7.05,6.66,1.46,-0.78,6.95,-1.52,0.4751,-0.9449,-0.5912,0,-19.12,-8.69,12.81,41.05,-41.52,-103.15,0,1015.48,38.536,54.970085,-1.619276,300,NaN,,5.45,19.35484,201,Dec-22,556665,2016-02-03 15:37:59:346
8.3586,4.3541,-3.1638,6.63,6.69,-2.73,-1.73,0.39,-14.79,-0.3164,-0.2013,-0.0671,0,-14.75,3.69,38.44,52.9,-43.02,-112.38,0,1015.45,38.074,54.97007,-1.619292,300,NaN,,4.52,22.580645,198.9,Dec-22,557165,2016-02-03 15:37:59:846
7.9587,8.5814,-1.0203,7.13,6.66,0.99,0.47,6.5,-1.41,-0.4176,0.0181,0.0607,0,-21.31,-4.69,13.56,47.46,-45.3,-92.83,0,1015.45,31.815,54.97007,-1.619292,300,NaN,,4.52,22.580645,198.9,Dec-22,557665,2016-02-03 15:38:00:346
10.2986,13.2421,-3.5901,6.69,5.66,-4.4,-5.78,-1.49,4.99,-1.3124,0.5763,-0.4506,0,-15.81,2.63,35.31,43.88,-35.25,-123.33,0,1015.47,37.978,54.97005,-1.619308,296.77,NaN,,4.92,25.806452,202.8,Dec-22,558165,2016-02-03 15:38:00:846
4.996,6.9647,1.5592,7.2,6.65,-0.43,-2.51,-1.46,-0.05,-1.3699,0.7276,0.2951,0,-23.12,-4.69,16.25,49.36,-42.68,-93.42,0,1015.47,43.053,54.97005,-1.619308,296.77,NaN,,4.92,25.806452,202.8,Dec-22,558665,2016-02-03 15:38:01:346
2.0621,3.1542,-1.3005,6.76,6.11,-3.63,-3.87,-2.64,3.52,0.7159,0.0874,0.0202,0,-16.56,4.81,38.38,68.25,-45.29,-89.25,0,1015.46,38.568,54.97004,-1.619324,296.77,NaN,,4.44,25.806452,200.9,Dec-22,559165,2016-02-03 15:38:01:846
6.1025,3.468,0.5748,6.93,6.81,-1.31,-0.99,-3.74,2.23,-1.4232,0.8703,-0.6658,0,-19.5,0.06,27.69,43.34,-37.37,-116.04,0,1015.5,38.95,54.97004,-1.619324,296.77,NaN,,4.44,25.806452,200.9,Dec-22,559664,2016-02-03 15:38:02:345
2.4453,4.4188,-3.2429,6.43,6.76,-3.03,-4.21,-2.32,-0.24,3.1479,-1.5702,0.4538,0,-16.19,4.44,36.13,67.57,-49.42,-90.18,0,1015.46,36.579,54.970024,-1.619339,293.55,NaN,,4.66,25.806452,206.3,Dec-22,560165,2016-02-03 15:38:02:846
6.6342,8.737,-5.3433,5.61,5.95,-5.41,2.69,2.08,3.51,-1.2528,2.5684,0.1949,0,-20.56,1.5,31.5,19.23,-37.36,-133.96,0,1015.48,38.381,54.970024,-1.619339,293.55,NaN,,4.66,25.806452,206.3,Dec-22,560665,2016-02-03 15:38:03:346
13.4097,3.8009,2.8189,6.48,7.36,0.22,6.74,-3.39,3.08,1.9814,-1.1473,0.2152,0,-18.37,-5.44,22,66.91,-48.62,-88.06,0,1015.47,39.092,54.97001,-1.619352,296.77,NaN,,4.69,29.032257,202.1,Dec-22,561165,2016-02-03 15:38:03:846
10.1597,9.4915,-0.1772,5.3,6.24,-5.4,-2.08,2.79,-2.81,-0.4261,1.5255,0.081,0,-13.62,-0.31,34.94,51.48,-41.87,-118.22,0,1015.45,41.012,54.97001,-1.619352,296.77,NaN,,4.69,29.032257,202.1,Dec-22,561665,2016-02-03 15:38:04:346
10.2794,10.8758,6.2821,6.15,7.61,0.62,-1.74,6.14,-1.36,0.4069,-0.604,-1.0024,0,-19.12,-5.75,6.31,37.07,-50.91,-84.24,0,1015.46,34.901,54.969997,-1.619361,296.77,NaN,,4.76,32.258064,199.2,Nov-21,562165,2016-02-03 15:38:04:846
7.4317,9.6184,-3.9422,5.76,7.03,-3.69,3.25,4.11,-7.34,1.1856,-1.2357,-0.3888,0,-16.19,-2.12,26.56,55.96,-54.77,-103.91,0,1015.48,33.433,54.969997,-1.619361,296.77,NaN,,4.76,32.258064,199.2,Nov-21,562664,2016-02-03 15:38:05:345
6.1169,13.7522,-0.7736,6.74,7.1,-0.55,-3.77,-0.73,0.96,-0.0107,0.6562,-0.0799,0,-21.69,-4.31,13.56,17.99,-40.05,-128.56,0,1015.5,36.508,54.969975,-1.619365,296.77,NaN,,6.35,35.48387,188.3,Dec-22,563165,2016-02-03 15:38:05:846
1.7172,3.9614,0.582,6.09,6.08,-4.7,-3.69,-2.53,4.86,0.0629,0.3356,-0.1119,0,-19.12,-0.31,31.13,40.81,-43.91,-117.58,0,1015.47,38.954,54.969975,-1.619365,296.77,NaN,,6.35,35.48387,188.3,Dec-22,563664,2016-02-03 15:38:06:345
5.5684,4.4068,1.4418,6.91,6.61,-2.18,-0.41,-3.83,3.27,-0.7563,1.078,-0.1523,0,-22,-5.44,18.94,38.81,-42.37,-107.51,0,1015.48,42.367,54.96995,-1.619362,300,NaN,,5.65,38.709675,181.5,Dec-22,564164,2016-02-03 15:38:06:845
1.8585,3.7841,1.5687,6.57,6.48,-3.32,-3.99,-2.91,2.39,0.1779,0.9374,-0.2312,0,-16.94,0.44,32.69,74.27,-44.13,-82.41,0,1015.45,36.047,54.96995,-1.619362,300,NaN,,5.65,38.709675,181.5,Dec-22,564664,2016-02-03 15:38:07:345
6.9935,1.2622,-0.2754,6.95,6.77,-1.41,-0.89,-4.88,2.01,-1.8738,0.424,-0.2631,0,-19.12,0.81,29.63,40.04,-39,-129.73,0,1015.46,27.401,54.969936,-1.619356,303.23,NaN,,5.3,41.935486,177.7,Oct-22,565164,2016-02-03 15:38:07:845
11.3141,3.8799,-1.1951,6.7,7.15,0.42,8.16,-2.15,4.24,2.5194,-1.6639,0.5635,0,-18.75,-5.44,19.31,60.8,-45.39,-84.25,0,1015.45,40.882,54.969936,-1.619356,303.23,NaN,,5.3,41.935486,177.7,Oct-22,565664,2016-02-03 15:38:08:345
9.8771,8.0808,-2.1435,6.17,6.31,-4.27,3.99,0.53,2.78,0.229,1.5553,0.2333,0,-18,3.31,30.75,33.34,-40.06,-124.69,0,1015.43,37.196,54.969913,-1.61935,306.45,NaN,,5.95,45.16129,179.8,Oct-22,566164,2016-02-03 15:38:08:845
9.4172,9.3837,4.7373,6.78,7.04,0.76,2.39,-0.29,3.29,0.408,-1.2826,-0.718,0,-19.12,-4.69,15.5,67.03,-43.84,-81.87,0,1015.46,38.017,54.969913,-1.61935,306.45,NaN,,5.95,45.16129,179.8,Oct-22,566664,2016-02-03 15:38:09:345
6.5815,8.0401,-2.7998,5.61,6.27,-5.03,10.63,-1.45,4.58,-1.1441,1.6043,-0.0447,0,-16.19,3.69,33.81,49.47,-43.58,-112.95,0,1015.47,39.045,54.96989,-1.619348,325.81,NaN,,6.01,48.387096,181.8,Nov-22,567265,2016-02-03 15:38:09:946
14.5186,1.6621,2.8477,6.95,6.89,0.71,-0.12,7.17,0.56,1.1185,-0.4495,-0.3537,0,-19.81,-5.75,15.06,63.03,-44.6,-84.17,0,1015.46,38.593,54.96989,-1.619348,325.81,NaN,,6.01,48.387096,181.8,Nov-22,567764,2016-02-03 15:38:10:445
8.1766,11.1249,-3.9733,6.64,6.68,-2.73,2.7,3.31,-12.9,0.4794,-0.0362,0.0085,0,-14,1.5,36.06,40,-38.97,-122.96,0,1015.46,32.474,54.969868,-1.61934,325.81,NaN,,5.78,38.709675,185.2,Nov-22,568265,2016-02-03 15:38:10:946
7.7048,10.5908,-0.5077,6.92,6.91,0.76,0.58,3.64,-0.29,0.3409,0.5156,-0.1864,0,-22,-4.69,11.25,36.01,-41.68,-107.89,0,1015.47,36.23,54.969868,-1.61934,325.81,NaN,,5.78,38.709675,185.2,Nov-22,568765,2016-02-03 15:38:11:446
10.4854,11.0051,-3.674,6.22,6.9,-3.14,4.15,3.72,0.27,2.8858,-1.8365,0.2418,0,-15.12,-0.69,30.38,41.55,-41.46,-124.01,0,1015.5,37.32,54.969845,-1.61933,322.58,NaN,,5.95,38.709675,185,Nov-22,569264,2016-02-03 15:38:11:945
8.4544,6.6701,-0.7712,7,6.82,-0.82,-1.96,-3.2,2.27,-0.734,1.2006,0.5145,0,-24.19,-2.87,11.63,30.67,-44.06,-96.68,0,1015.47,36.726,54.969845,-1.61933,322.58,NaN,,5.95,38.709675,185,Nov-22,569764,2016-02-03 15:38:12:445
6.5887,7.3838,-1.7196,7.31,6.34,-1.57,-5.28,-3.12,0.16,0.9992,0.2418,0.0746,0,-22.37,-0.69,26.94,52.33,-40.3,-102.12,0,1015.48,38.023,54.96982,-1.619316,325.81,NaN,,5.33,35.48387,183.5,Nov-22,570264,2016-02-03 15:38:12:945
5.1924,6.3396,-1.3628,7.13,6.33,-2.3,-0.95,1.48,1.36,-1.714,-0.3803,-0.0916,0,-21.69,-3.25,25.38,39.61,-36.55,-115.49,0,1015.5,39.59,54.96982,-1.619316,325.81,NaN,,5.33,35.48387,183.5,Nov-22,570764,2016-02-03 15:38:13:445
1.7076,2.407,-2.0717,6.65,6.97,-1.84,-5.29,-3.09,1,1.6192,-2.1593,0.5965,0,-15.81,-1.75,28.81,72.28,-44.62,-88.77,0,1015.51,43.553,54.96979,-1.619298,325.81,NaN,,5.55,35.48387,176.9,Nov-22,571264,2016-02-03 15:38:13:945
