ACCELEROMETER X (m/sì),ACCELEROMETER Y (m/sì),ACCELEROMETER Z (m/sì),GRAVITY X (m/sì),GRAVITY Y (m/sì),GRAVITY Z (m/sì),LINEAR ACCELERATION X (m/sì),LINEAR ACCELERATION Y (m/sì),LINEAR ACCELERATION Z (m/sì),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (?T),MAGNETIC FIELD Y (?T),MAGNETIC FIELD Z (?T),ORIENTATION Z (azimuth ›),ORIENTATION X (pitch ›),ORIENTATION Y (roll ›),PROXIMITY (i),ATMOSPHERIC PRESSURE (hPa),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Altitude-atmospheric pressure ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (›),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
0.8814,10.7369,-5.1373,1.98,9.19,-2.8,-0.89,-0.27,2.2,0.5912,0.7478,0.3547,0,14.38,13.81,-24.37,186.58,-69.54,-144.73,0,1015.72,38.29,54.962376,-1.61896,270.97,NaN,,5.38,9.677419,141.8,Dec-19,1279531,2016-02-03 15:50:02:212
1.061,13.1415,3.9302,2.41,9.42,1.31,-5.99,8.43,-2.51,1.2538,-0.8128,-0.9694,0,10.75,20,-21.31,284.07,-73.76,-61.47,0,1015.71,42.02,54.962368,-1.618951,274.19,NaN,,5.28,9.677419,149.3,14 / 20,1280031,2016-02-03 15:50:02:712
4.0739,13.7378,-3.1495,1.76,9.48,-1.81,-5.59,0.81,-15.24,-0.4698,-1.3838,0.1374,0,3.06,8,-22.06,216.67,-67.68,-144.73,0,1015.71,46.194,54.962368,-1.618951,274.19,NaN,,5.28,9.677419,149.3,14 / 20,1280532,2016-02-03 15:50:03:213
-1.9783,16.8897,0.8886,2.81,9.25,1.66,-7.6,6.27,-4.52,-0.8213,1.5084,0.44,0,2.38,4.69,-20.94,225.51,-74.22,-130.14,0,1015.69,48.552,54.962357,-1.618942,274.19,NaN,,5.93,9.677419,144.9,13 / 19,1281032,2016-02-03 15:50:03:713
-2.6297,17.2537,-11.3524,1.27,9.68,-0.9,-3.04,6.05,-7.93,-1.3987,-2.6014,-0.3792,0,5.25,5.44,-17.94,271.66,-79.94,-68.07,0,1015.72,44.807,54.962357,-1.618942,274.19,NaN,,5.93,9.677419,144.9,13 / 19,1281532,2016-02-03 15:50:04:213
-1.2742,12.8229,-0.5245,1.59,9.67,-0.37,-2.48,-4.51,-2.09,-2.1039,1.5031,0.4421,0,3.44,2.88,-19.81,249.98,-80.42,-103.1,0,1015.73,42.99,54.96234,-1.618933,277.42,NaN,,5.84,9.677419,145.2,13 / 19,1282032,2016-02-03 15:50:04:713
1.037,4.3374,-2.6345,1.58,9.59,-1.28,-2.67,-3.52,-3.17,0.1949,-0.8597,0.1225,0,-0.56,-2.19,-10.37,325.46,-74.1,-30.67,0,1015.72,42.705,54.96234,-1.618933,277.42,NaN,,5.84,9.677419,145.2,13 / 19,1282531,2016-02-03 15:50:05:212
0.9556,7.0102,-0.8598,1.85,9.41,-2.04,-3.36,1.48,0.65,-2.3415,0.4229,0.3228,0,-3.12,-10.94,-20.94,225.43,-73.69,-137.8,0,1015.73,43.207,54.96233,-1.618922,274.19,NaN,,6.05,9.677419,149.3,Dec-18,1283031,2016-02-03 15:50:05:712
1.655,2.8788,-2.0885,1.66,9.66,0.36,5.34,1.02,-3.34,3.2118,1.6576,0.5763,0,2.38,-13.5,-5.81,245.06,-80.03,-77.76,0,1015.68,48.764,54.96233,-1.618922,274.19,NaN,,6.05,9.677419,149.3,Dec-18,1283531,2016-02-03 15:50:06:212
-1.2789,9.7262,2.6489,1.73,9.55,-1.41,0.85,1.37,-1.58,-0.8671,-0.3324,0.474,0,6.38,-16.06,-17.12,193.19,-72.35,-144.44,0,1015.72,49.009,54.96231,-1.618911,270.97,NaN,,6.59,9.677419,155.6,15 / 21,1284031,2016-02-03 15:50:06:712
0.5101,7.3527,-3.8991,2.69,9.37,-1.09,3.26,0.49,-4.98,0.1087,-2.6451,-0.115,0,8.19,-15.69,-21.31,229.06,-70.4,-101.04,0,1015.74,56.53,54.96231,-1.618911,270.97,NaN,,6.59,9.677419,155.6,15 / 21,1284531,2016-02-03 15:50:07:212
4.2943,11.144,1.655,1.82,9.33,-2.4,-3.17,7.88,1.7,0.2035,2.0624,-0.571,0,14,-7.31,-25.12,187.72,-72.11,-142.83,0,1015.73,62.452,54.9623,-1.6189,270.97,NaN,,6.04,9.677419,155.6,15 / 21,1285031,2016-02-03 15:50:07:712
0.57,12.3775,2.9028,3.39,9.07,1.55,-5.13,8.34,-2.55,1.2336,0.3079,-0.3601,0,8.56,0,-35.31,274.55,-70.3,-70.74,0,1015.69,51.748,54.9623,-1.6189,270.97,NaN,,6.04,9.677419,155.6,15 / 21,1285532,2016-02-03 15:50:08:213
4.7062,15.0287,-3.2309,2.59,8.94,-3.09,0.47,7.7,1.94,-1.0876,-3.33,0.5497,0,2,-20.37,-27.75,224.33,-71.52,-117.8,0,1015.67,44.708,54.962288,-1.618891,270.97,NaN,,4.99,9.677419,174.6,Dec-18,1286031,2016-02-03 15:50:08:712
-2.8932,14.2767,2.7926,2.44,9.42,1.2,-6.07,5.69,-1.11,1.975,-0.359,-0.6935,0,-1.31,-33.5,-8.06,201.84,-73.24,-147.72,0,1015.71,47.674,54.962288,-1.618891,270.97,NaN,,4.99,9.677419,174.6,Dec-18,1286532,2016-02-03 15:50:09:213
4.6727,15.5054,-0.9915,1.9,9.45,-1.78,-0.37,7.01,-3.34,4.1652,2.4192,-0.523,0,1.63,-30.94,-8.81,198.47,-74.6,-133.13,0,1015.73,41.379,54.962273,-1.618884,274.19,NaN,,5.82,9.677419,172.2,Nov-17,1287031,2016-02-03 15:50:09:712
-2.1819,16.3628,1.1424,2,9.57,0.72,-2.32,0.92,-3.72,-1.0131,1.8536,0.3792,0,15.81,-22.25,-36.81,193.46,-72.14,-137.02,0,1015.71,43.678,54.962273,-1.618884,274.19,NaN,,5.82,9.677419,172.2,Nov-17,1287532,2016-02-03 15:50:10:213
-1.643,19.3997,-8.8137,2.2,9.42,-1.59,-1.61,0.64,-0.72,-1.7034,-2.057,-0.2407,0,29.63,-34.94,-36.81,228.87,-79.58,-86.77,0,1015.71,46.32,54.962257,-1.618871,277.42,NaN,,7.06,9.677419,153.1,Dec-19,1288032,2016-02-03 15:50:10:713
0.9652,8.282,-0.4598,2.45,9.34,1.68,-3.2,-0.46,-4.38,-1.0855,0.261,0.0863,0,10,0.19,1.13,209.41,-76.84,-111.28,0,1015.72,44.971,54.962257,-1.618871,277.42,NaN,,7.06,9.677419,153.1,Dec-19,1288531,2016-02-03 15:50:11:212
-0.1198,7.9203,1.5352,1.85,9.57,1.12,-4.04,-3.41,-4.5,1.3689,-0.7872,0.5987,0,4.88,-3.81,27.56,169.27,-72.94,-55.76,0,1015.67,39.736,54.96224,-1.618854,277.42,NaN,,5.83,9.677419,145.5,13 / 19,1289032,2016-02-03 15:50:11:713
2.1507,5.1229,-1.4155,2.64,9.36,-1.29,-4.87,-1.18,-1.27,-1.3934,0.2674,-0.0937,0,-12.25,0.19,-3.37,318.59,-72.57,-116.04,0,1015.65,39.532,54.96224,-1.618854,277.42,NaN,,5.83,9.677419,145.5,13 / 19,1289532,2016-02-03 15:50:12:213
1.2765,5.3098,-0.8239,2.3,9.52,0.47,2.28,0.79,-3.82,2.6941,3.5633,-0.032,0,1.5,-0.06,19.5,117.13,-69.93,-67.09,0,1015.69,45.685,54.962227,-1.618838,277.42,NaN,,5.57,9.677419,148,13 / 20,1290032,2016-02-03 15:50:12:713
0.3257,10.6219,-1.8226,1.85,9.57,-1.09,-3.85,0.21,-2.91,-1.8717,1.1547,0.6434,0,2.63,-0.37,-5.06,28.01,-74.67,-108.43,0,1015.65,50.514,54.962227,-1.618838,277.42,NaN,,5.57,9.677419,148,13 / 20,1290532,2016-02-03 15:50:13:213
3.2572,9.8723,-3.3003,2.77,9.03,2.64,-1.62,4.83,0.26,0.4794,0.3079,0.1289,0,4.44,8.31,29.38,134.58,-67.03,-46.38,0,1015.71,50.697,54.962215,-1.618821,274.19,NaN,,5.8,9.677419,151,Oct-18,1291032,2016-02-03 15:50:13:713
9.4579,15.8119,-2.6513,2.61,9.09,-2.61,1.13,5.6,-2.92,0.5934,0.3089,0.2056,0,16.44,14.5,11.94,81.32,-67.9,-135,0,1015.61,50.031,54.962215,-1.618821,274.19,NaN,,5.8,9.677419,151,Oct-18,1291532,2016-02-03 15:50:14:213
-0.9915,13.4935,2.9626,3.36,8.71,3.01,-8.62,6.19,-6.55,0.2972,0.4112,-0.4346,0,5,12.94,4.44,310.21,-62.62,-48.14,0,1015.63,51.822,54.962204,-1.618803,274.19,NaN,,5.26,9.677419,133.5,13 / 19,1292033,2016-02-03 15:50:14:714
2.7207,12.4421,1.8969,3.15,9.28,0.47,-5.81,8.8,-8.33,4.9663,2.2403,-0.7574,0,2.06,28.56,10.13,57.36,-71.06,-81.51,0,1015.73,47.351,54.962204,-1.618803,274.19,NaN,,5.26,9.677419,133.5,13 / 19,1292532,2016-02-03 15:50:15:213
-1.3747,18.5135,1.0634,3.9,8.81,1.82,-8.7,6.23,-5.43,-0.1033,0.0778,0.0959,0,-3.75,34,0.25,2.83,-68.78,-78.63,0,1015.73,44.88,54.962193,-1.618784,274.19,NaN,,5.34,9.677419,133.7,13 / 20,1293032,2016-02-03 15:50:15:713
-2.8046,19.3206,-17.0118,2.78,9.26,-1.63,-5.24,6.04,-5.88,-0.9129,0.1172,-0.1119,0,-13.56,33.31,-5.44,333.59,-67.38,-117.65,0,1015.69,47.069,54.962193,-1.618784,274.19,NaN,,5.34,9.677419,133.7,13 / 20,1293532,2016-02-03 15:50:16:213
0.4287,10.198,-2.6537,2.97,9.29,1.02,-4.01,-1.66,-1.64,-0.7404,0.2439,0.8437,0,-18.69,25.31,-4.69,338.68,-71.08,-107.75,0,1015.72,45.361,54.962185,-1.618765,277.42,NaN,,5.76,9.677419,137,13 / 20,1294033,2016-02-03 15:50:16:714
0.2443,10.4231,-3.7626,2.19,9.55,0.32,-5.08,-5.87,-3.24,0.1949,-2.1273,0.2471,4,-20.12,18.38,0.25,12.11,-75.27,-68.58,0,1015.71,40.421,54.962185,-1.618765,277.42,NaN,,5.76,9.677419,137,13 / 20,1294532,2016-02-03 15:50:17:213
0.3712,5.0583,0.8287,3.37,9.12,-1.31,0.19,4.91,3.03,-1.7907,-0.5987,0.3228,0,-17.94,18,0.63,346.09,-68.37,-111.24,0,1015.72,37.824,54.962173,-1.618745,277.42,NaN,,6.56,9.677419,141.7,14 / 21,1295031,2016-02-03 15:50:17:712
-1.2789,5.7696,0.0168,3.37,9.21,-0.02,0.78,-1.42,-1.88,2.8996,1.779,0.5902,0,-13.94,20.19,5.94,11.6,-71.4,-97.35,0,1015.71,39.377,54.962173,-1.618745,277.42,NaN,,6.56,9.677419,141.7,14 / 21,1295532,2016-02-03 15:50:18:213
-0.1724,5.5421,0.0263,2.77,9.03,-2.64,-5.25,4.33,-0.04,-1.061,1.2176,-0.2844,0,-12.12,20.19,5.56,348.65,-67.03,-133.62,0,1015.71,37.341,54.962154,-1.618726,277.42,NaN,,7.55,9.677419,150.3,13 / 20,1296032,2016-02-03 15:50:18:713
10.7033,9.8914,2.8046,3.25,9.25,-0.28,4.49,2.22,1.61,-0.4879,-1.4413,-0.3185,0,-11.06,25.63,5.19,15.98,-69.64,-83.77,0,1015.72,40.622,54.962154,-1.618726,277.42,NaN,,7.55,9.677419,150.3,13 / 20,1296532,2016-02-03 15:50:19:213
0.8981,9.901,-4.8619,3.35,8.66,-3.16,0.59,6.24,-2.27,-1.6224,0.5678,-0.032,0,-13.94,29.63,1.38,339.45,-62,-133.33,0,1015.73,40.625,54.962143,-1.618713,277.42,NaN,,6.27,9.677419,152.9,14 / 20,1297031,2016-02-03 15:50:19:712
2.0406,12.6864,3.9326,4.09,8.91,0.21,-5.99,8.17,0.26,1.0983,-1.0823,-0.7851,0,-17.94,30.38,1.75,13.44,-62.89,-74.16,0,1015.73,40.265,54.962143,-1.618713,277.42,NaN,,6.27,9.677419,152.9,14 / 20,1297532,2016-02-03 15:50:20:213
4.3805,15.2563,-3.9183,3.99,8.74,-1.99,-6.46,-1.03,-6.18,0.7553,-3.1138,0.3601,1,-25.25,24.19,-0.5,340.11,-62.97,-116.51,0,1015.73,43.13,54.962128,-1.618701,280.65,NaN,,4.96,9.677419,149.5,14 / 20,1298032,2016-02-03 15:50:20:713
-5.7049,15.9532,0.4718,4.34,8.76,-0.75,-7.83,12.23,-1.71,-1.3635,-0.3292,-0.2684,1,-31.06,35.5,4.06,340.13,-63.64,-114.27,0,1015.72,45.964,54.962128,-1.618701,280.65,NaN,,4.96,9.677419,149.5,14 / 20,1298531,2016-02-03 15:50:21:212
-0.0431,14.4611,-4.2583,2.21,9.29,-2.24,-3.93,-2.97,-1.04,0.3111,-0.1193,-0.1907,0,2.06,-37.69,-9.94,205.19,-74.09,-136.21,0,1015.76,51.413,54.96212,-1.618688,277.42,NaN,,5.83,9.677419,149.5,14 / 20,1299031,2016-02-03 15:50:21:712
0.6682,6.821,-0.6035,3.51,9.15,-0.28,-4.57,-2.65,-0.63,-0.9129,-0.6274,0.2802,0,10.19,7,31.13,98.06,-68.95,-94.56,0,1015.74,47.117,54.96212,-1.618688,277.42,NaN,,5.83,9.677419,149.5,14 / 20,1299532,2016-02-03 15:50:22:213
-0.103,4.2631,-1.7148,2.28,9.34,-1.94,-3.83,-4.68,0.21,-0.4911,0.7819,-0.1193,5,20,-10.5,27.38,107.64,-74.01,-112.86,0,1015.72,45.629,54.96211,-1.618673,277.42,NaN,,5.98,9.677419,143.3,13 / 19,1300031,2016-02-03 15:50:22:712
1.6693,5.6666,1.2167,3.47,8.97,-1.92,-4.01,-3.59,0.43,-1.3667,1.1963,0.3931,4,-11.37,9.31,4.56,339.84,-68.19,-138.78,0,1015.72,47.645,54.96211,-1.618673,277.42,NaN,,5.98,9.677419,143.3,13 / 19,1300532,2016-02-03 15:50:23:213
0.7975,4.9218,0.8215,2.93,8.96,-2.7,-0.25,1.94,0.09,0.6754,-0.3366,-0.2013,0,2.06,-0.19,-0.69,162.47,-66.03,-132.66,0,1015.72,45.441,54.962097,-1.618657,277.42,NaN,,6.12,9.677419,146.5,Nov-17,1301031,2016-02-03 15:50:23:712
1.267,7.3312,-0.1461,1.07,9.39,-2.61,-3.06,4.51,1.81,-0.4304,0.995,0.5337,4,-19.56,-0.06,13.5,353.38,-74.14,-131.37,0,1015.77,46.021,54.962097,-1.618657,277.42,NaN,,6.12,9.677419,146.5,Nov-17,1301532,2016-02-03 15:50:24:213
6.3875,9.7453,1.7579,2.56,9.18,-2.33,2.89,3.77,2.97,0.5316,-0.6487,-0.1129,4,-30.12,-14.62,7.44,342.89,-65.14,-115.26,0,1015.71,40.517,54.962086,-1.618642,277.42,NaN,,5.3,9.677419,152,Nov-19,1302032,2016-02-03 15:50:24:713
2.0885,11.0434,0.5676,1.25,8.89,-3.95,-0.64,2.83,4.92,-0.4762,0.6274,0.8288,4,-34.87,-23,9.69,286.52,-71.13,-168.73,0,1015.81,43.926,54.962086,-1.618642,277.42,NaN,,5.3,9.677419,152,Nov-19,1302531,2016-02-03 15:50:25:212
1.7268,12.8038,-6.3708,2.75,9.3,-1.48,-1.86,6.81,1.45,-0.3814,1.6341,-0.1886,4,-35.94,-33.19,10.81,343.24,-71.44,-118.29,0,1015.69,45.643,54.96207,-1.618629,274.19,NaN,,4.65,9.677419,145,13 / 20,1303032,2016-02-03 15:50:25:713
2.1771,12.2362,-2.5555,1.32,9.15,-3.27,-2.95,6.37,6.97,-0.1289,0.4911,0.4325,4,-22.12,-35.75,22.94,295.46,-73.63,-164.25,0,1015.81,45.6,54.96207,-1.618629,274.19,NaN,,4.65,9.677419,145,13 / 20,1303532,2016-02-03 15:50:26:213
0.5269,10.962,-1.1903,2.6,8.56,-4.03,-4.49,6.47,1.5,-0.1193,1.599,-1.7406,4,-29.75,-32.12,23.31,344.43,-67.69,-136.96,0,1015.68,44.435,54.962063,-1.618617,280.65,NaN,,3.69,9.677419,145.3,Nov-17,1304031,2016-02-03 15:50:26:712
0.8933,12.787,-0.9245,1.84,8.33,-4.84,-2.04,-4.75,1.6,-0.2961,0.2844,0.0053,4,-22.5,-26.25,29.75,325.78,-66.73,-160.86,0,1015.73,42.578,54.962063,-1.618617,280.65,NaN,,3.69,9.677419,145.3,Nov-17,1304532,2016-02-03 15:50:27:213
-0.843,8.9765,-0.5604,2.64,9.11,-2.48,-4.97,0.78,2.45,-0.2354,-1.2101,0.5806,4,-30.12,-33.56,12.31,303.63,-60.95,-146.74,0,1015.69,46.758,54.96205,-1.618607,283.87,NaN,,3.61,9.677419,145.1,Nov-17,1305032,2016-02-03 15:50:27:713
-1.2071,7.7096,-3.9877,1.59,8.91,-3.78,-3.39,-0.13,0.02,-0.0735,-0.5454,0.2684,4,-20.31,-32.81,22.19,353.02,-68.46,-136.01,0,1015.69,44.593,54.96205,-1.618607,283.87,NaN,,3.61,9.677419,145.1,Nov-17,1305531,2016-02-03 15:50:28:212
0.4551,9.4124,-2.589,0.67,9.56,-2.06,-1.06,-2.18,3.59,0.7372,0.0852,0.8501,7,-23.56,-35,3.25,275.96,-77.23,-161.98,0,1015.74,40.291,54.96204,-1.618593,274.19,NaN,,5.58,9.677419,148.6,15 / 21,1306031,2016-02-03 15:50:28:712
0.206,4.1841,-1.9974,0.83,9.23,-3.2,-4.32,-2.31,1.5,-0.0874,-1.681,-0.1033,3,-15.56,-38.62,9.69,326.68,-71.7,-132.76,0,1015.73,39.658,54.96204,-1.618593,274.19,NaN,,5.58,9.677419,148.6,15 / 21,1306531,2016-02-03 15:50:29:212
0.9844,7.8796,-0.0072,1.76,8.96,-3.59,-1.77,-0.95,3.37,-0.3696,-1.4797,0.4783,8,-23.94,-44.5,9.69,269.72,-65.95,-153.88,0,1015.72,42.64,54.96203,-1.618579,274.19,NaN,,5.25,9.677419,148.3,13 / 18,1307032,2016-02-03 15:50:29:713
-1.6765,7.2473,-2.122,0.26,9.62,-1.87,-0.03,-4.3,5.54,-0.4698,0.3547,-1.1888,0,-9.37,-55,2.88,214.32,-73.31,-147.33,0,1015.72,44.326,54.96203,-1.618579,274.19,NaN,,5.25,9.677419,148.3,13 / 18,1307532,2016-02-03 15:50:30:213
-2.4908,5.4439,0.079,-1.3,9.72,-0.02,2.73,0.05,5.27,-1.8621,0.3153,1.0418,10,1.88,-50.31,-12.25,149.85,-77.71,162.43,2,1015.71,41.521,54.962017,-1.618567,270.97,NaN,,5.95,9.677419,158,Sep-16,1308032,2016-02-03 15:50:30:713
-5.1852,7.2306,5.5229,-4.11,7.76,4.37,-1.01,-0.3,2.31,-1.4552,1.7864,-1.6224,175,25.19,-3.69,-15.69,340.37,-52.29,43.24,2,1015.63,43.985,54.962017,-1.618567,270.97,NaN,,5.95,9.677419,158,Sep-16,1308532,2016-02-03 15:50:31:213
-3.5398,5.2379,10.1836,-2.73,5.59,7.58,-1.16,-2.44,4.17,-1.2378,-0.2013,0.9545,222,-6.5,-12.06,-34.19,72.62,-34.06,24.13,0,1015.63,37.07,54.962,-1.618552,267.74,NaN,,6.36,9.677419,155,13 / 20,1309032,2016-02-03 15:50:31:713
-2.9866,7.2449,9.0532,-1.98,5.27,8.03,-1.22,2.01,2.27,0.2706,0.6551,-0.2152,1176,-14.5,-13.19,-37.19,73.76,-32.51,13.85,2,1015.63,46.374,54.962,-1.618552,267.74,NaN,,6.36,9.677419,155,13 / 20,1309531,2016-02-03 15:50:32:212
-0.5988,7.482,8.5263,-0.07,5.88,7.85,0.13,-0.15,0.66,0.2908,0.6509,-0.1182,1157,-25.44,-14.62,-50.44,61.76,-35.39,4.52,2,1015.61,45.453,54.962,-1.618552,267.74,NaN,,6.36,9.677419,155,13 / 20,1310031,2016-02-03 15:50:32:712
-1.0035,6.1983,10.3704,0.25,5.04,8.41,-0.37,0.84,0.52,0.735,0.3643,-0.6296,1042,-21.37,-22.62,-55.75,64.17,-30.92,-1.7,2,1015.61,45.615,54.962,-1.618552,267.74,NaN,,6.36,9.677419,155,13 / 20,1310531,2016-02-03 15:50:33:212
-1.1903,5.5157,7.2857,-0.08,4.81,8.55,-2.12,0.73,-2.02,0.4751,0.2461,-0.5103,1079,-16.69,-21.56,-59.94,59.92,-28.02,-1.46,2,1015.67,44.036,54.96198,-1.618517,274.19,NaN,,4.9,9.677419,130.5,15 / 21,1311032,2016-02-03 15:50:33:713
-1.5304,5.9229,7.0366,-1.57,5.6,7.9,-2.03,1.68,-1.92,-0.2503,-0.4346,0.2802,1209,-9.75,-34.25,-47.81,108.09,-33.61,10.94,2,1015.68,42.183,54.96198,-1.618517,274.19,NaN,,4.9,9.677419,130.5,15 / 21,1311531,2016-02-03 15:50:34:212
-5.1014,6.9408,6.8354,-2.37,5.43,7.81,-4.39,2.1,-3.05,1.5478,-0.2397,1.0504,1705,5.19,-31.75,-32.25,165.52,-38.46,17.59,2,1015.68,40.998,54.961967,-1.618498,277.42,NaN,,6.15,9.677419,148.1,14 / 20,1312031,2016-02-03 15:50:34:712
-0.4239,4.9122,5.4511,0.75,6.1,7.64,-2.91,0.21,-2.9,-0.3196,0.3952,-0.2109,1033,-21.37,-33.94,-28.12,108.85,-41.52,3.12,2,1015.65,44.89,54.961967,-1.618498,277.42,NaN,,6.15,9.677419,148.1,14 / 20,1312532,2016-02-03 15:50:35:213
0.3904,4.4044,4.1865,1.14,6.74,7.03,0.02,-0.85,-1.93,-0.0245,0.8043,-0.3739,1055,-22.5,-28.06,-11.12,117.65,-43.42,-9.21,2,1015.64,44.222,54.961956,-1.618479,280.65,NaN,,5.67,9.677419,148.1,15 / 21,1313032,2016-02-03 15:50:35:713
0.4718,6.1528,5.7049,0.47,6.5,7.33,-2.43,1.3,-0.77,-0.2844,0.1108,0.0618,1133,-22.87,-13.19,-12.25,92.13,-41.51,-3.67,2,1015.63,47.578,54.961956,-1.618479,280.65,NaN,,5.67,9.677419,148.1,15 / 21,1313531,2016-02-03 15:50:36:212
2.2226,5.6786,6.5216,0.93,6.52,7.26,0.24,0.81,3.22,-0.1204,-0.1768,-0.6551,1158,-21.06,-8.06,-9.25,84.95,-41.69,-7.3,2,1015.61,47.822,54.961945,-1.618461,280.65,NaN,,5.75,9.677419,137,15 / 21,1314031,2016-02-03 15:50:36:712
-0.5772,7.8269,11.1632,-0.03,7.14,6.72,-2.37,1.34,2.33,-0.0362,0.0426,-0.1385,1213,-17.06,-4.44,-3.94,88.39,-50.04,0.09,2,1015.6,51.344,54.961945,-1.618461,280.65,NaN,,5.75,9.677419,137,15 / 21,1314531,2016-02-03 15:50:37:212
0.6898,8.9789,9.1107,0.27,7.36,6.47,-0.91,1.72,3.23,0.066,-1.1867,-0.1438,1255,-16.69,-0.81,-7.75,74.82,-49.96,3.27,2,1015.6,47.446,54.961933,-1.618443,283.87,NaN,,5.11,9.677419,137.6,14 / 20,1315031,2016-02-03 15:50:37:712
-1.3819,9.9058,6.239,-0.03,7.63,6.16,-2.07,2.08,1.21,-0.4378,0.3792,-0.0053,1283,-15.94,2.13,-8.87,62.93,-51.08,0.28,2,1015.61,51.994,54.961933,-1.618443,283.87,NaN,,5.11,9.677419,137.6,14 / 20,1315532,2016-02-03 15:50:38:213
-1.3532,9.7022,7.8245,0.27,7.31,6.53,-2.74,1.97,0.16,0.2961,-0.114,-0.3952,1156,-22.12,0.69,-16.06,56.92,-47.33,-4.05,2,1015.63,45.736,54.96192,-1.618427,283.87,NaN,,5.25,9.677419,133.2,13 / 20,1316032,2016-02-03 15:50:38:713
-1.5089,8.4233,8.1167,-0.35,7.73,6.02,-2.52,1.33,-0.88,0.6924,0.1939,0.0703,1276,-21.06,-6.25,-19.44,65.8,-48.18,0.79,2,1015.65,42.493,54.96192,-1.618427,283.87,NaN,,5.25,9.677419,133.2,13 / 20,1316532,2016-02-03 15:50:39:213
0.5748,7.8892,4.5529,-0.68,7.52,6.25,-2.1,-0.07,-3.32,-0.2791,-0.1374,0.359,1193,-24.69,-13.87,-19.81,77.4,-50.16,7.41,2,1015.67,42.398,54.96191,-1.618416,280.65,NaN,,5.3,9.677419,133.6,13 / 20,1317031,2016-02-03 15:50:39:712
0.4694,5.075,3.4249,-0.17,7.02,6.84,-1.4,-0.29,0.63,0.3558,-0.2056,-0.4975,1167,-20.31,-16.44,-21.37,80.29,-45.74,1.42,2,1015.64,46.643,54.96191,-1.618416,280.65,NaN,,5.3,9.677419,133.6,13 / 20,1317532,2016-02-03 15:50:40:213
-0.6586,6.0235,4.6128,-0.96,6.99,6.81,-2.26,-0.2,-2.27,0.4655,0.4485,0.7041,1126,-21.06,-16.06,-12.25,99.69,-42.76,4.38,2,1015.64,49.175,54.961903,-1.618404,277.42,NaN,,5.09,9.677419,147.2,14 / 20,1318031,2016-02-03 15:50:40:712
-0.8454,5.9085,1.722,-0.18,7.46,6.36,-1.33,-0.3,-0.19,0.7904,0.0234,-0.18,1129,-15.94,-11,-4.31,99.96,-48.64,0,2,1015.63,45.333,54.961903,-1.618404,277.42,NaN,,5.09,9.677419,147.2,14 / 20,1318532,2016-02-03 15:50:41:213
0.297,6.275,4.7948,-0.59,7.67,6.08,-3.92,-0.32,-1.52,0.457,0.4293,0.179,1310,-14.87,-1.87,-3.56,98.39,-56.34,7.3,2,1015.63,42.652,54.961895,-1.618393,277.42,NaN,,4.97,9.677419,147.6,13 / 20,1319032,2016-02-03 15:50:41:713
0.4982,6.3731,6.536,-0.87,7.43,6.34,-1.09,0.05,-1.34,0.31,0.3569,-0.2621,1417,-20.69,2.13,-5.44,80.48,-47.59,7.3,2,1015.64,41.721,54.961895,-1.618393,277.42,NaN,,4.97,9.677419,147.6,13 / 20,1319531,2016-02-03 15:50:42:212
-1.8034,6.1744,10.1022,-1.09,6.92,6.87,-3.71,2.49,0.29,0.114,0.2205,0.2653,1406,-16.69,1.75,-15.31,62.44,-44.85,9.02,2,1015.6,47.082,54.961884,-1.618383,274.19,NaN,,4.8,9.677419,147.3,13 / 19,1320035,2016-02-03 15:50:42:716
2.5315,4.6607,12.023,0.79,6.22,7.54,-0.76,3.91,0.86,-1.0365,-0.9971,-0.3537,1072,-18.5,2.88,-19.06,45.78,-39.37,-5.98,2,1015.65,46.482,54.961884,-1.618383,274.19,NaN,,4.8,9.677419,147.3,13 / 19,1320531,2016-02-03 15:50:43:212
-0.8023,11.1201,8.8712,0.56,7.98,5.67,-3.05,3.19,1.94,-0.9843,-1.0567,-0.4666,1036,-14.87,1,-13.44,54.31,-35.31,-7.83,2,1015.61,45.699,54.961876,-1.618374,274.19,NaN,,3.32,9.677419,147.3,14 / 20,1321031,2016-02-03 15:50:43:712
-1.825,11.3332,4.4691,-0.87,9.62,1.67,-5.05,4.75,-6.61,-1.86,-1.7183,0.4325,97,-10.12,-5.19,-8.12,53.11,-73.9,-4.43,2,1015.65,45.553,54.961876,-1.618374,274.19,NaN,,3.32,9.677419,147.3,14 / 20,1321531,2016-02-03 15:50:44:212
-0.4191,14.5857,-1.8346,-0.76,9.54,2.15,-4.92,-1.75,2.21,-0.6456,1.7193,2.3329,174,-9.37,-10.62,-13.44,25.91,-65.24,8.96,2,1015.65,44.161,54.96187,-1.618366,274.19,NaN,,4.97,9.677419,162,15 / 21,1322032,2016-02-03 15:50:44:713
